Source,Target,RespondentType,ConnectionCount
Quora Poe,ChatGPT,Professional Developers,175
Quora Poe,Claude,Learning to Code,19
Quora Poe,Claude,Other Coders,49
Quora Poe,Claude,Professional Developers,83
Quora Poe,Codeium,Learning to Code,15
Quora Poe,Codeium,Other Coders,25
Quora Poe,Codeium,Professional Developers,51
Quora Poe,Cody,Learning to Code,9
Quora Poe,Cody,Other Coders,11
Quora Poe,Cody,Professional Developers,22
Quora Poe,GitHub Copilot,Learning to Code,23
Quora Poe,GitHub Copilot,Other Coders,60
Quora Poe,GitHub Copilot,Professional Developers,118
Quora Poe,Google Gemini,Learning to Code,26
Quora Poe,Google Gemini,Other Coders,59
Quora Poe,Google Gemini,Professional Developers,95
Quora Poe,Lightning AI,Learning to Code,12
Quora Poe,Lightning AI,Other Coders,10
Quora Poe,Lightning AI,Professional Developers,17
Quora Poe,Meta AI,Learning to Code,15
Quora Poe,Meta AI,Other Coders,29
Quora Poe,Meta AI,Professional Developers,49
Quora Poe,Metaphor,Learning to Code,8
Quora Poe,Metaphor,Other Coders,9
Quora Poe,Metaphor,Professional Developers,13
Quora Poe,Neeva AI,Learning to Code,8
Quora Poe,Neeva AI,Other Coders,10
Quora Poe,Neeva AI,Professional Developers,13
Quora Poe,OpenAI Codex,Learning to Code,13
Quora Poe,OpenAI Codex,Other Coders,16
Quora Poe,OpenAI Codex,Professional Developers,27
Quora Poe,Perplexity AI,Learning to Code,21
Quora Poe,Perplexity AI,Other Coders,24
Quora Poe,Perplexity AI,Professional Developers,59
Quora Poe,Phind,Learning to Code,10
Quora Poe,Phind,Other Coders,14
Quora Poe,Phind,Professional Developers,30
Quora Poe,Quora Poe,Learning to Code,30
Quora Poe,Quora Poe,Other Coders,54
Quora Poe,Quora Poe,Professional Developers,121
Quora Poe,Replit Ghostwriter,Learning to Code,8
Quora Poe,Replit Ghostwriter,Other Coders,11
Quora Poe,Replit Ghostwriter,Professional Developers,17
Quora Poe,Snyk Code,Learning to Code,9
Quora Poe,Snyk Code,Other Coders,10
Quora Poe,Snyk Code,Professional Developers,17
Quora Poe,Tabnine,Learning to Code,11
Quora Poe,Tabnine,Other Coders,15
Quora Poe,Tabnine,Professional Developers,25
Quora Poe,Visual Studio Intellicode,Learning to Code,20
Quora Poe,Visual Studio Intellicode,Other Coders,35
Quora Poe,Visual Studio Intellicode,Professional Developers,58
Quora Poe,Whispr AI,Learning to Code,12
Quora Poe,Whispr AI,Other Coders,12
Quora Poe,Whispr AI,Professional Developers,17
Quora Poe,WolframAlpha,Learning to Code,12
Quora Poe,WolframAlpha,Other Coders,27
Quora Poe,WolframAlpha,Professional Developers,31
Quora Poe,You.com,Learning to Code,10
Quora Poe,You.com,Other Coders,17
Quora Poe,You.com,Professional Developers,27
Replit Ghostwriter,Amazon Q,Learning to Code,8
Replit Ghostwriter,Amazon Q,Other Coders,13
Replit Ghostwriter,Amazon Q,Professional Developers,19
Replit Ghostwriter,Andi,Learning to Code,7
Replit Ghostwriter,Andi,Other Coders,6
Replit Ghostwriter,Andi,Professional Developers,13
Replit Ghostwriter,AskCodi,Learning to Code,7
Replit Ghostwriter,AskCodi,Other Coders,8
Replit Ghostwriter,AskCodi,Professional Developers,14
Replit Ghostwriter,Bing AI,Learning to Code,14
Replit Ghostwriter,Bing AI,Other Coders,25
Replit Ghostwriter,Bing AI,Professional Developers,23
Replit Ghostwriter,ChatGPT,Learning to Code,22
Replit Ghostwriter,ChatGPT,Other Coders,47
Replit Ghostwriter,ChatGPT,Professional Developers,67
Replit Ghostwriter,Claude,Learning to Code,8
Replit Ghostwriter,Claude,Other Coders,20
Replit Ghostwriter,Claude,Professional Developers,36
Replit Ghostwriter,Codeium,Learning to Code,11
Replit Ghostwriter,Codeium,Other Coders,11
Replit Ghostwriter,Codeium,Professional Developers,28
Replit Ghostwriter,Cody,Learning to Code,4
Replit Ghostwriter,Cody,Other Coders,9
Replit Ghostwriter,Cody,Professional Developers,22
Replit Ghostwriter,GitHub Copilot,Learning to Code,13
Replit Ghostwriter,GitHub Copilot,Other Coders,36
Replit Ghostwriter,GitHub Copilot,Professional Developers,54
Replit Ghostwriter,Google Gemini,Learning to Code,15
Replit Ghostwriter,Google Gemini,Other Coders,29
Replit Ghostwriter,Google Gemini,Professional Developers,41
Replit Ghostwriter,Lightning AI,Learning to Code,7
Replit Ghostwriter,Lightning AI,Other Coders,10
Replit Ghostwriter,Lightning AI,Professional Developers,14
Replit Ghostwriter,Meta AI,Learning to Code,11
Replit Ghostwriter,Meta AI,Other Coders,15
Replit Ghostwriter,Meta AI,Professional Developers,23
Replit Ghostwriter,Metaphor,Learning to Code,7
Replit Ghostwriter,Metaphor,Other Coders,8
Replit Ghostwriter,Metaphor,Professional Developers,12
Replit Ghostwriter,Neeva AI,Learning to Code,6
Replit Ghostwriter,Neeva AI,Other Coders,9
Replit Ghostwriter,Neeva AI,Professional Developers,13
Replit Ghostwriter,OpenAI Codex,Learning to Code,7
Replit Ghostwriter,OpenAI Codex,Other Coders,13
Replit Ghostwriter,OpenAI Codex,Professional Developers,16
Replit Ghostwriter,Perplexity AI,Learning to Code,11
Replit Ghostwriter,Perplexity AI,Other Coders,13
Replit Ghostwriter,Perplexity AI,Professional Developers,23
Replit Ghostwriter,Phind,Learning to Code,10
Replit Ghostwriter,Phind,Other Coders,13
Replit Ghostwriter,Phind,Professional Developers,16
Replit Ghostwriter,Quora Poe,Learning to Code,7
Replit Ghostwriter,Quora Poe,Other Coders,8
Replit Ghostwriter,Quora Poe,Professional Developers,16
Replit Ghostwriter,Replit Ghostwriter,Learning to Code,14
Replit Ghostwriter,Replit Ghostwriter,Other Coders,25
Replit Ghostwriter,Replit Ghostwriter,Professional Developers,30
Replit Ghostwriter,Snyk Code,Learning to Code,8
Replit Ghostwriter,Snyk Code,Other Coders,7
Replit Ghostwriter,Snyk Code,Professional Developers,15
Replit Ghostwriter,Tabnine,Learning to Code,9
Replit Ghostwriter,Tabnine,Other Coders,15
Replit Ghostwriter,Tabnine,Professional Developers,16
Replit Ghostwriter,Visual Studio Intellicode,Learning to Code,13
Replit Ghostwriter,Visual Studio Intellicode,Other Coders,24
Replit Ghostwriter,Visual Studio Intellicode,Professional Developers,32
Replit Ghostwriter,Whispr AI,Learning to Code,9
Replit Ghostwriter,Whispr AI,Other Coders,9
Replit Ghostwriter,Whispr AI,Professional Developers,15
Replit Ghostwriter,WolframAlpha,Learning to Code,7
Replit Ghostwriter,WolframAlpha,Other Coders,17
Replit Ghostwriter,WolframAlpha,Professional Developers,24
Replit Ghostwriter,You.com,Learning to Code,7
Replit Ghostwriter,You.com,Other Coders,12
Replit Ghostwriter,You.com,Professional Developers,15
Snyk Code,Amazon Q,Learning to Code,7
Snyk Code,Amazon Q,Other Coders,17
Snyk Code,Amazon Q,Professional Developers,33
Snyk Code,Andi,Learning to Code,7
Snyk Code,Andi,Other Coders,6
Snyk Code,Andi,Professional Developers,14
Snyk Code,AskCodi,Learning to Code,8
Snyk Code,AskCodi,Other Coders,10
Snyk Code,AskCodi,Professional Developers,16
Snyk Code,Bing AI,Learning to Code,10
Snyk Code,Bing AI,Other Coders,15
Snyk Code,Bing AI,Professional Developers,42
Snyk Code,ChatGPT,Learning to Code,16
Snyk Code,ChatGPT,Other Coders,33
Snyk Code,ChatGPT,Professional Developers,184
Snyk Code,Claude,Learning to Code,7
Snyk Code,Claude,Other Coders,12
Snyk Code,Claude,Professional Developers,48
Snyk Code,Codeium,Learning to Code,11
Snyk Code,Codeium,Other Coders,12
Snyk Code,Codeium,Professional Developers,36
Snyk Code,Cody,Learning to Code,7
Snyk Code,Cody,Other Coders,11
Snyk Code,Cody,Professional Developers,20
Snyk Code,GitHub Copilot,Learning to Code,14
Snyk Code,GitHub Copilot,Other Coders,27
Snyk Code,GitHub Copilot,Professional Developers,178
Snyk Code,Google Gemini,Learning to Code,8
Snyk Code,Google Gemini,Other Coders,26
Snyk Code,Google Gemini,Professional Developers,71
Snyk Code,Lightning AI,Learning to Code,8
Snyk Code,Lightning AI,Other Coders,8
Snyk Code,Lightning AI,Professional Developers,16
Snyk Code,Meta AI,Learning to Code,6
Snyk Code,Meta AI,Other Coders,10
Snyk Code,Meta AI,Professional Developers,32
Snyk Code,Metaphor,Learning to Code,7
Snyk Code,Metaphor,Other Coders,8
Snyk Code,Metaphor,Professional Developers,13
Snyk Code,Neeva AI,Learning to Code,10
Snyk Code,Neeva AI,Other Coders,9
Snyk Code,Neeva AI,Professional Developers,15
Snyk Code,OpenAI Codex,Learning to Code,10
Snyk Code,OpenAI Codex,Other Coders,11
Snyk Code,OpenAI Codex,Professional Developers,23
Snyk Code,Perplexity AI,Learning to Code,10
Snyk Code,Perplexity AI,Other Coders,12
Snyk Code,Perplexity AI,Professional Developers,34
Snyk Code,Phind,Learning to Code,10
Snyk Code,Phind,Other Coders,14
Snyk Code,Phind,Professional Developers,21
Snyk Code,Quora Poe,Learning to Code,9
Snyk Code,Quora Poe,Other Coders,8
Snyk Code,Quora Poe,Professional Developers,16
Snyk Code,Replit Ghostwriter,Learning to Code,8
Snyk Code,Replit Ghostwriter,Other Coders,7
Snyk Code,Replit Ghostwriter,Professional Developers,15
Snyk Code,Snyk Code,Learning to Code,18
Snyk Code,Snyk Code,Other Coders,35
Snyk Code,Snyk Code,Professional Developers,156
Snyk Code,Tabnine,Learning to Code,10
Snyk Code,Tabnine,Other Coders,13
Snyk Code,Tabnine,Professional Developers,29
Snyk Code,Visual Studio Intellicode,Learning to Code,12
Snyk Code,Visual Studio Intellicode,Other Coders,23
Snyk Code,Visual Studio Intellicode,Professional Developers,66
Snyk Code,Whispr AI,Learning to Code,10
Snyk Code,Whispr AI,Other Coders,9
Snyk Code,Whispr AI,Professional Developers,19
Snyk Code,WolframAlpha,Learning to Code,9
Snyk Code,WolframAlpha,Other Coders,14
Snyk Code,WolframAlpha,Professional Developers,29
Snyk Code,You.com,Learning to Code,6
Snyk Code,You.com,Other Coders,11
Snyk Code,You.com,Professional Developers,18
Tabnine,Amazon Q,Learning to Code,15
Tabnine,Amazon Q,Other Coders,18
Tabnine,Amazon Q,Professional Developers,91
Tabnine,Andi,Learning to Code,5
Tabnine,Andi,Other Coders,7
Tabnine,Andi,Professional Developers,18
Tabnine,AskCodi,Learning to Code,7
Tabnine,AskCodi,Other Coders,12
Tabnine,AskCodi,Professional Developers,24
Tabnine,Bing AI,Learning to Code,45
Tabnine,Bing AI,Other Coders,70
Tabnine,Bing AI,Professional Developers,223
Tabnine,ChatGPT,Learning to Code,143
Tabnine,ChatGPT,Other Coders,243
Tabnine,ChatGPT,Professional Developers,1165
Tabnine,Claude,Learning to Code,36
Tabnine,Claude,Other Coders,66
Tabnine,Claude,Professional Developers,249
Tabnine,Codeium,Learning to Code,44
Tabnine,Codeium,Other Coders,69
Tabnine,Codeium,Professional Developers,263
Tabnine,Cody,Learning to Code,13
Tabnine,Cody,Other Coders,20
Tabnine,Cody,Professional Developers,57
Tabnine,GitHub Copilot,Learning to Code,97
Tabnine,GitHub Copilot,Other Coders,167
Tabnine,GitHub Copilot,Professional Developers,790
Tabnine,Google Gemini,Learning to Code,96
Tabnine,Google Gemini,Other Coders,136
Tabnine,Google Gemini,Professional Developers,531
Tabnine,Lightning AI,Learning to Code,7
Tabnine,Lightning AI,Other Coders,10
Tabnine,Lightning AI,Professional Developers,29
Tabnine,Meta AI,Learning to Code,25
Tabnine,Meta AI,Other Coders,32
Tabnine,Meta AI,Professional Developers,126
Tabnine,Metaphor,Learning to Code,6
Tabnine,Metaphor,Other Coders,10
Tabnine,Metaphor,Professional Developers,23
Tabnine,Neeva AI,Learning to Code,7
Tabnine,Neeva AI,Other Coders,11
Tabnine,Neeva AI,Professional Developers,22
Tabnine,OpenAI Codex,Learning to Code,16
Tabnine,OpenAI Codex,Other Coders,24
Tabnine,OpenAI Codex,Professional Developers,66
Tabnine,Perplexity AI,Learning to Code,27
Tabnine,Perplexity AI,Other Coders,45
Tabnine,Perplexity AI,Professional Developers,162
Tabnine,Phind,Learning to Code,19
Tabnine,Phind,Other Coders,42
Tabnine,Phind,Professional Developers,91
Tabnine,Quora Poe,Learning to Code,12
Tabnine,Quora Poe,Other Coders,16
Tabnine,Quora Poe,Professional Developers,45
Tabnine,Replit Ghostwriter,Learning to Code,8
Tabnine,Replit Ghostwriter,Other Coders,14
Tabnine,Replit Ghostwriter,Professional Developers,29
Tabnine,Snyk Code,Learning to Code,10
Tabnine,Snyk Code,Other Coders,18
Tabnine,Snyk Code,Professional Developers,49
Tabnine,Tabnine,Learning to Code,84
Tabnine,Tabnine,Other Coders,144
Tabnine,Tabnine,Professional Developers,614
Tabnine,Visual Studio Intellicode,Learning to Code,64
Tabnine,Visual Studio Intellicode,Other Coders,102
Tabnine,Visual Studio Intellicode,Professional Developers,288
Tabnine,Whispr AI,Learning to Code,14
Tabnine,Whispr AI,Other Coders,16
Tabnine,Whispr AI,Professional Developers,53
Tabnine,WolframAlpha,Learning to Code,25
Tabnine,WolframAlpha,Other Coders,47
Tabnine,WolframAlpha,Professional Developers,102
Tabnine,You.com,Learning to Code,15
Tabnine,You.com,Other Coders,17
Tabnine,You.com,Professional Developers,47
Visual Studio Intellicode,Amazon Q,Learning to Code,13
Visual Studio Intellicode,Amazon Q,Other Coders,39
Visual Studio Intellicode,Amazon Q,Professional Developers,184
Visual Studio Intellicode,Andi,Learning to Code,8
Visual Studio Intellicode,Andi,Other Coders,8
Visual Studio Intellicode,Andi,Professional Developers,18
Visual Studio Intellicode,AskCodi,Learning to Code,12
Visual Studio Intellicode,AskCodi,Other Coders,11
Visual Studio Intellicode,AskCodi,Professional Developers,32
Visual Studio Intellicode,Bing AI,Learning to Code,79
Visual Studio Intellicode,Bing AI,Other Coders,201
Visual Studio Intellicode,Bing AI,Professional Developers,769
Visual Studio Intellicode,ChatGPT,Learning to Code,246
Visual Studio Intellicode,ChatGPT,Other Coders,614
Visual Studio Intellicode,ChatGPT,Professional Developers,2951
Visual Studio Intellicode,Claude,Learning to Code,54
Visual Studio Intellicode,Claude,Other Coders,115
Visual Studio Intellicode,Claude,Professional Developers,457
Visual Studio Intellicode,Codeium,Learning to Code,47
Visual Studio Intellicode,Codeium,Other Coders,91
Visual Studio Intellicode,Codeium,Professional Developers,317
Visual Studio Intellicode,Cody,Learning to Code,12
Visual Studio Intellicode,Cody,Other Coders,22
Visual Studio Intellicode,Cody,Professional Developers,74
Visual Studio Intellicode,GitHub Copilot,Learning to Code,166
Visual Studio Intellicode,GitHub Copilot,Other Coders,455
Visual Studio Intellicode,GitHub Copilot,Professional Developers,2638
Visual Studio Intellicode,Google Gemini,Learning to Code,144
Visual Studio Intellicode,Google Gemini,Other Coders,288
Visual Studio Intellicode,Google Gemini,Professional Developers,1088
Visual Studio Intellicode,Lightning AI,Learning to Code,10
Visual Studio Intellicode,Lightning AI,Other Coders,14
Visual Studio Intellicode,Lightning AI,Professional Developers,39
Visual Studio Intellicode,Meta AI,Learning to Code,37
Visual Studio Intellicode,Meta AI,Other Coders,65
Visual Studio Intellicode,Meta AI,Professional Developers,254
Visual Studio Intellicode,Metaphor,Learning to Code,10
Visual Studio Intellicode,Metaphor,Other Coders,9
Visual Studio Intellicode,Metaphor,Professional Developers,27
Visual Studio Intellicode,Neeva AI,Learning to Code,9
Visual Studio Intellicode,Neeva AI,Other Coders,10
Visual Studio Intellicode,Neeva AI,Professional Developers,20
Visual Studio Intellicode,OpenAI Codex,Learning to Code,27
Visual Studio Intellicode,OpenAI Codex,Other Coders,42
Visual Studio Intellicode,OpenAI Codex,Professional Developers,143
Visual Studio Intellicode,Perplexity AI,Learning to Code,26
Visual Studio Intellicode,Perplexity AI,Other Coders,70
Visual Studio Intellicode,Perplexity AI,Professional Developers,247
Visual Studio Intellicode,Phind,Learning to Code,27
Visual Studio Intellicode,Phind,Other Coders,39
Visual Studio Intellicode,Phind,Professional Developers,120
Visual Studio Intellicode,Quora Poe,Learning to Code,14
Visual Studio Intellicode,Quora Poe,Other Coders,22
Visual Studio Intellicode,Quora Poe,Professional Developers,47
Visual Studio Intellicode,Replit Ghostwriter,Learning to Code,12
Visual Studio Intellicode,Replit Ghostwriter,Other Coders,12
Visual Studio Intellicode,Replit Ghostwriter,Professional Developers,36
Visual Studio Intellicode,Snyk Code,Learning to Code,15
Visual Studio Intellicode,Snyk Code,Other Coders,23
Visual Studio Intellicode,Snyk Code,Professional Developers,78
Visual Studio Intellicode,Tabnine,Learning to Code,41
Visual Studio Intellicode,Tabnine,Other Coders,62
Visual Studio Intellicode,Tabnine,Professional Developers,191
Visual Studio Intellicode,Visual Studio Intellicode,Learning to Code,264
Visual Studio Intellicode,Visual Studio Intellicode,Other Coders,752
Visual Studio Intellicode,Visual Studio Intellicode,Professional Developers,3578
Visual Studio Intellicode,Whispr AI,Learning to Code,18
Visual Studio Intellicode,Whispr AI,Other Coders,23
Visual Studio Intellicode,Whispr AI,Professional Developers,76
Visual Studio Intellicode,WolframAlpha,Learning to Code,36
Visual Studio Intellicode,WolframAlpha,Other Coders,119
Visual Studio Intellicode,WolframAlpha,Professional Developers,260
Visual Studio Intellicode,You.com,Learning to Code,12
Visual Studio Intellicode,You.com,Other Coders,26
Visual Studio Intellicode,You.com,Professional Developers,62
Whispr AI,Amazon Q,Learning to Code,12
Whispr AI,Amazon Q,Other Coders,13
Whispr AI,Amazon Q,Professional Developers,45
Whispr AI,Andi,Learning to Code,7
Whispr AI,Andi,Other Coders,5
Whispr AI,Andi,Professional Developers,15
Whispr AI,AskCodi,Learning to Code,7
Whispr AI,AskCodi,Other Coders,7
Whispr AI,AskCodi,Professional Developers,16
Whispr AI,Bing AI,Learning to Code,14
Whispr AI,Bing AI,Other Coders,21
Whispr AI,Bing AI,Professional Developers,60
Whispr AI,ChatGPT,Learning to Code,27
Whispr AI,ChatGPT,Other Coders,67
Whispr AI,ChatGPT,Professional Developers,253
Whispr AI,Claude,Learning to Code,10
Whispr AI,Claude,Other Coders,27
Whispr AI,Claude,Professional Developers,85
Whispr AI,Codeium,Learning to Code,11
Whispr AI,Codeium,Other Coders,13
Whispr AI,Codeium,Professional Developers,53
Whispr AI,Cody,Learning to Code,5
Whispr AI,Cody,Other Coders,7
Whispr AI,Cody,Professional Developers,20
Whispr AI,GitHub Copilot,Learning to Code,19
Whispr AI,GitHub Copilot,Other Coders,45
Whispr AI,GitHub Copilot,Professional Developers,168
Whispr AI,Google Gemini,Learning to Code,21
Whispr AI,Google Gemini,Other Coders,40
Whispr AI,Google Gemini,Professional Developers,119
Whispr AI,Lightning AI,Learning to Code,10
Whispr AI,Lightning AI,Other Coders,11
Whispr AI,Lightning AI,Professional Developers,19
Whispr AI,Meta AI,Learning to Code,10
Whispr AI,Meta AI,Other Coders,18
Whispr AI,Meta AI,Professional Developers,45
Whispr AI,Metaphor,Learning to Code,7
Whispr AI,Metaphor,Other Coders,8
Whispr AI,Metaphor,Professional Developers,17
Whispr AI,Neeva AI,Learning to Code,7
Whispr AI,Neeva AI,Other Coders,8
Whispr AI,Neeva AI,Professional Developers,17
Whispr AI,OpenAI Codex,Learning to Code,12
Whispr AI,OpenAI Codex,Other Coders,12
Whispr AI,OpenAI Codex,Professional Developers,36
Whispr AI,Perplexity AI,Learning to Code,7
Whispr AI,Perplexity AI,Other Coders,16
Whispr AI,Perplexity AI,Professional Developers,54
Whispr AI,Phind,Learning to Code,7
Whispr AI,Phind,Other Coders,10
Whispr AI,Phind,Professional Developers,31
Whispr AI,Quora Poe,Learning to Code,7
Whispr AI,Quora Poe,Other Coders,9
Whispr AI,Quora Poe,Professional Developers,20
Whispr AI,Replit Ghostwriter,Learning to Code,5
Whispr AI,Replit Ghostwriter,Other Coders,7
Whispr AI,Replit Ghostwriter,Professional Developers,17
Whispr AI,Snyk Code,Learning to Code,7
Whispr AI,Snyk Code,Other Coders,8
Whispr AI,Snyk Code,Professional Developers,22
Whispr AI,Tabnine,Learning to Code,10
Whispr AI,Tabnine,Other Coders,11
Whispr AI,Tabnine,Professional Developers,28
Whispr AI,Visual Studio Intellicode,Learning to Code,13
Whispr AI,Visual Studio Intellicode,Other Coders,23
Whispr AI,Visual Studio Intellicode,Professional Developers,67
Whispr AI,Whispr AI,Learning to Code,19
Whispr AI,Whispr AI,Other Coders,55
Whispr AI,Whispr AI,Professional Developers,170
Whispr AI,WolframAlpha,Learning to Code,8
Whispr AI,WolframAlpha,Other Coders,20
Whispr AI,WolframAlpha,Professional Developers,33
Whispr AI,You.com,Learning to Code,6
Whispr AI,You.com,Other Coders,11
Whispr AI,You.com,Professional Developers,22
WolframAlpha,Amazon Q,Learning to Code,10
WolframAlpha,Amazon Q,Other Coders,23
WolframAlpha,Amazon Q,Professional Developers,58
WolframAlpha,Andi,Learning to Code,6
WolframAlpha,Andi,Other Coders,7
WolframAlpha,Andi,Professional Developers,17
WolframAlpha,AskCodi,Learning to Code,7
WolframAlpha,AskCodi,Other Coders,10
WolframAlpha,AskCodi,Professional Developers,19
WolframAlpha,Bing AI,Learning to Code,34
WolframAlpha,Bing AI,Other Coders,107
WolframAlpha,Bing AI,Professional Developers,169
WolframAlpha,ChatGPT,Learning to Code,109
WolframAlpha,ChatGPT,Other Coders,467
WolframAlpha,ChatGPT,Professional Developers,1029
WolframAlpha,Claude,Learning to Code,31
WolframAlpha,Claude,Other Coders,103
WolframAlpha,Claude,Professional Developers,265
WolframAlpha,Codeium,Learning to Code,24
WolframAlpha,Codeium,Other Coders,60
WolframAlpha,Codeium,Professional Developers,93
WolframAlpha,Cody,Learning to Code,8
WolframAlpha,Cody,Other Coders,17
WolframAlpha,Cody,Professional Developers,33
WolframAlpha,GitHub Copilot,Learning to Code,75
WolframAlpha,GitHub Copilot,Other Coders,278
WolframAlpha,GitHub Copilot,Professional Developers,761
WolframAlpha,Google Gemini,Learning to Code,63
WolframAlpha,Google Gemini,Other Coders,184
WolframAlpha,Google Gemini,Professional Developers,414
WolframAlpha,Lightning AI,Learning to Code,9
WolframAlpha,Lightning AI,Other Coders,13
WolframAlpha,Lightning AI,Professional Developers,28
WolframAlpha,Meta AI,Learning to Code,15
WolframAlpha,Meta AI,Other Coders,39
WolframAlpha,Meta AI,Professional Developers,113
WolframAlpha,Metaphor,Learning to Code,6
WolframAlpha,Metaphor,Other Coders,11
WolframAlpha,Metaphor,Professional Developers,18
WolframAlpha,Neeva AI,Learning to Code,8
WolframAlpha,Neeva AI,Other Coders,10
WolframAlpha,Neeva AI,Professional Developers,18
WolframAlpha,OpenAI Codex,Learning to Code,14
WolframAlpha,OpenAI Codex,Other Coders,26
WolframAlpha,OpenAI Codex,Professional Developers,58
WolframAlpha,Perplexity AI,Learning to Code,20
WolframAlpha,Perplexity AI,Other Coders,61
WolframAlpha,Perplexity AI,Professional Developers,147
WolframAlpha,Phind,Learning to Code,12
WolframAlpha,Phind,Other Coders,38
WolframAlpha,Phind,Professional Developers,60
WolframAlpha,Quora Poe,Learning to Code,9
WolframAlpha,Quora Poe,Other Coders,19
WolframAlpha,Quora Poe,Professional Developers,28
WolframAlpha,Replit Ghostwriter,Learning to Code,9
WolframAlpha,Replit Ghostwriter,Other Coders,13
WolframAlpha,Replit Ghostwriter,Professional Developers,29
WolframAlpha,Snyk Code,Learning to Code,8
WolframAlpha,Snyk Code,Other Coders,17
WolframAlpha,Snyk Code,Professional Developers,43
WolframAlpha,Tabnine,Learning to Code,17
WolframAlpha,Tabnine,Other Coders,34
WolframAlpha,Tabnine,Professional Developers,67
WolframAlpha,Visual Studio Intellicode,Learning to Code,41
WolframAlpha,Visual Studio Intellicode,Other Coders,112
WolframAlpha,Visual Studio Intellicode,Professional Developers,259
WolframAlpha,Whispr AI,Learning to Code,16
WolframAlpha,Whispr AI,Other Coders,20
WolframAlpha,Whispr AI,Professional Developers,42
WolframAlpha,WolframAlpha,Learning to Code,108
WolframAlpha,WolframAlpha,Other Coders,551
WolframAlpha,WolframAlpha,Professional Developers,1046
WolframAlpha,You.com,Learning to Code,6
WolframAlpha,You.com,Other Coders,20
WolframAlpha,You.com,Professional Developers,36
You.com,Amazon Q,Learning to Code,10
You.com,Amazon Q,Other Coders,18
You.com,Amazon Q,Professional Developers,33
You.com,Andi,Learning to Code,7
You.com,Andi,Other Coders,8
You.com,Andi,Professional Developers,17
You.com,AskCodi,Learning to Code,8
You.com,AskCodi,Other Coders,13
You.com,AskCodi,Professional Developers,19
You.com,Bing AI,Learning to Code,25
You.com,Bing AI,Other Coders,43
You.com,Bing AI,Professional Developers,92
You.com,ChatGPT,Learning to Code,47
You.com,ChatGPT,Other Coders,89
You.com,ChatGPT,Professional Developers,281
You.com,Claude,Learning to Code,14
You.com,Claude,Other Coders,36
You.com,Claude,Professional Developers,110
You.com,Codeium,Learning to Code,15
You.com,Codeium,Other Coders,38
You.com,Codeium,Professional Developers,75
You.com,Cody,Learning to Code,11
You.com,Cody,Other Coders,13
You.com,Cody,Professional Developers,28
You.com,GitHub Copilot,Learning to Code,29
You.com,GitHub Copilot,Other Coders,64
You.com,GitHub Copilot,Professional Developers,181
You.com,Google Gemini,Learning to Code,32
You.com,Google Gemini,Other Coders,65
You.com,Google Gemini,Professional Developers,177
You.com,Lightning AI,Learning to Code,10
You.com,Lightning AI,Other Coders,13
You.com,Lightning AI,Professional Developers,23
You.com,Meta AI,Learning to Code,16
You.com,Meta AI,Other Coders,27
You.com,Meta AI,Professional Developers,57
You.com,Metaphor,Learning to Code,6
You.com,Metaphor,Other Coders,11
You.com,Metaphor,Professional Developers,17
You.com,Neeva AI,Learning to Code,8
You.com,Neeva AI,Other Coders,11
You.com,Neeva AI,Professional Developers,16
You.com,OpenAI Codex,Learning to Code,8
You.com,OpenAI Codex,Other Coders,18
You.com,OpenAI Codex,Professional Developers,33
You.com,Perplexity AI,Learning to Code,19
You.com,Perplexity AI,Other Coders,32
You.com,Perplexity AI,Professional Developers,83
You.com,Phind,Learning to Code,9
You.com,Phind,Other Coders,28
You.com,Phind,Professional Developers,42
You.com,Quora Poe,Learning to Code,12
You.com,Quora Poe,Other Coders,14
You.com,Quora Poe,Professional Developers,33
You.com,Replit Ghostwriter,Learning to Code,7
You.com,Replit Ghostwriter,Other Coders,12
You.com,Replit Ghostwriter,Professional Developers,22
You.com,Snyk Code,Learning to Code,7
You.com,Snyk Code,Other Coders,12
You.com,Snyk Code,Professional Developers,25
You.com,Tabnine,Learning to Code,12
You.com,Tabnine,Other Coders,17
You.com,Tabnine,Professional Developers,36
You.com,Visual Studio Intellicode,Learning to Code,15
You.com,Visual Studio Intellicode,Other Coders,32
You.com,Visual Studio Intellicode,Professional Developers,78
You.com,Whispr AI,Learning to Code,9
You.com,Whispr AI,Other Coders,16
You.com,Whispr AI,Professional Developers,22
You.com,WolframAlpha,Learning to Code,8
You.com,WolframAlpha,Other Coders,24
You.com,WolframAlpha,Professional Developers,50
You.com,You.com,Learning to Code,27
You.com,You.com,Other Coders,70
You.com,You.com,Professional Developers,173
Amazon Q,Amazon Q,All Respondents,556
Amazon Q,Andi,All Respondents,30
Amazon Q,AskCodi,All Respondents,38
Amazon Q,Bing AI,All Respondents,168
Amazon Q,ChatGPT,All Respondents,747
Amazon Q,Claude,All Respondents,236
Amazon Q,Codeium,All Respondents,143
Amazon Q,Cody,All Respondents,62
Amazon Q,GitHub Copilot,All Respondents,552
Amazon Q,Google Gemini,All Respondents,352
Amazon Q,Lightning AI,All Respondents,50
Amazon Q,Meta AI,All Respondents,121
Amazon Q,Metaphor,All Respondents,37
Amazon Q,Neeva AI,All Respondents,40
Amazon Q,OpenAI Codex,All Respondents,82
Amazon Q,Perplexity AI,All Respondents,151
Amazon Q,Phind,All Respondents,79
Amazon Q,Quora Poe,All Respondents,47
